"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"socialdev_cvict_c6_f_05","Integer","","Recommended","socialdev_cvict_c6_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_c6_g","Integer","","Recommended","socialdev_cvict_c6== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c6_h","Integer","","Recommended","socialdev_cvict_c6== 1","Who did this? If there was more than one person, who was the most responsible?","1::14;98;99","1=Brother, sister, or other child who lives with you (cousin, foster sibling, etc.); 2=Biological or adoptive father; 3=Step-father or live-in boyfriend; 4=Biological or adoptive mother; 5=Step-mother or live-in girlfriend; 6=Foster parent; 7=A relative who lives in your home (uncle, grandparent, etc.); 8=A relative who does not live with you; 9=A parent?s boyfriend, girlfriend, date, or ex-boyfriend or girlfriend who does not live with you; 10=Grown-up you know from some organization, such as a teacher, coach, or youth group leader; 11=Anyone else you know such as a friend or neighbor or schoolmate; 12=Stranger (a stranger is someone you don't know); 13=Boyfriend/girlfriend, or ex-boyfriend/ex-girlfriend; 14=Other; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c6_h_other","String","60","Recommended","socialdev_cvict_c6== 1 &&socialdev_cvict_c6_h== 14","<i>(write in who it was)</i>","","",""
"socialdev_cvict_c6_i","Integer","","Recommended","socialdev_cvict_c6== 1","Was this person a man, woman, boy, or girl?","1::4;98;99","1=Man; 2=Woman; 3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c6_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_c6_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_c6_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_c6_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_c6_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_c6_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_c6_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_c6_j4","String","60","Recommended","socialdev_cvict_c6== 1 &&socialdev_cvict_c6_j(4)==1","Specify other:","","",""
"socialdev_cvict_c6_m","Integer","","Recommended","socialdev_cvict_c6== 1","When this last happened did someone actually use <u>physical</u> force by pushing, grabbing, hitting or threatening you with a weapon?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c7_a","String","60","Recommended","socialdev_cvict_c7== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_c7_b_y","String","60","Recommended","socialdev_cvict_c7== 1 &&socialdev_cvict_c7_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_c7_c","Integer","","Recommended","socialdev_cvict_c7== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c7_d_y","String","60","Recommended","socialdev_cvict_c7== 1","How old were you when this last happened?","","",""
"socialdev_cvict_c7_e","Integer","","Recommended","socialdev_cvict_c7== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c7_f_01","Integer","","Recommended","socialdev_cvict_c7_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_f_02","Integer","","Recommended","socialdev_cvict_c7_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_f_03","Integer","","Recommended","socialdev_cvict_c7_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_f_04","Integer","","Recommended","socialdev_cvict_c7_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_f_05","Integer","","Recommended","socialdev_cvict_c7_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_f_06","Integer","","Recommended","socialdev_cvict_c7_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_g","Integer","","Recommended","socialdev_cvict_c7== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c7_h","Integer","","Recommended","socialdev_cvict_c7== 1","Who did this? If there was more than one person, who was the most responsible?","1::14;98;99","1=Brother, sister, or other child who lives with you (cousin, foster sibling, etc.); 2=Biological or adoptive father; 3=Step-father or live-in boyfriend; 4=Biological or adoptive mother; 5=Step-mother or live-in girlfriend; 6=Foster parent; 7=A relative who lives in your home (uncle, grandparent, etc.); 8=A relative who does not live with you; 9=A parent?s boyfriend, girlfriend, date, or ex-boyfriend or girlfriend who does not live with you; 10=Grown-up you know from some organization, such as a teacher, coach, or youth group leader; 11=Anyone else you know such as a friend or neighbor or schoolmate; 12=Stranger (a stranger is someone you don't know); 13=Boyfriend/girlfriend, or ex-boyfriend/ex-girlfriend; 14=Other; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c7_h_other","String","60","Recommended","socialdev_cvict_c7== 1 &&socialdev_cvict_c7_h== 14","<i>(write in who it was)</i>","","",""
"socialdev_cvict_c7_i","Integer","","Recommended","socialdev_cvict_c7== 1","Was this person a man, woman, boy, or girl?","1::4;98;99","1=Man; 2=Woman; 3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c7_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_c7_j4","String","60","Recommended","socialdev_cvict_c7== 1 &&socialdev_cvict_c7_j(4)==1","Specify other:","","",""
"socialdev_cvict_c8_a","String","60","Recommended","socialdev_cvict_c8== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_c8_b_y","String","60","Recommended","socialdev_cvict_c8== 1 &&socialdev_cvict_c8_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_c8_c","Integer","","Recommended","socialdev_cvict_c8== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c8_d_y","String","60","Recommended","socialdev_cvict_c8== 1","How old were you when this last happened?","","",""
"socialdev_cvict_c8_e","Integer","","Recommended","socialdev_cvict_c8== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c8_f_01","Integer","","Recommended","socialdev_cvict_c8_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_f_02","Integer","","Recommended","socialdev_cvict_c8_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_f_03","Integer","","Recommended","socialdev_cvict_c8_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_f_04","Integer","","Recommended","socialdev_cvict_c8_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_f_05","Integer","","Recommended","socialdev_cvict_c8_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_f_06","Integer","","Recommended","socialdev_cvict_c8_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_f_07","Integer","","Recommended","socialdev_cvict_c8_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_g","Integer","","Recommended","socialdev_cvict_c8== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c8_h","Integer","","Recommended","socialdev_cvict_c8== 1","Who did this? If there was more than one person, who was the most responsible?","1::14;98;99","1=Brother, sister, or other child who lives with you (cousin, foster sibling, etc.); 2=Biological or adoptive father; 3=Step-father or live-in boyfriend; 4=Biological or adoptive mother; 5=Step-mother or live-in girlfriend; 6=Foster parent; 7=A relative who lives in your home (uncle, grandparent, etc.); 8=A relative who does not live with you; 9=A parent?s boyfriend, girlfriend, date, or ex-boyfriend or girlfriend who does not live with you; 10=Grown-up you know from some organization, such as a teacher, coach, or youth group leader; 11=Anyone else you know such as a friend or neighbor or schoolmate; 12=Stranger (a stranger is someone you don't know); 13=Boyfriend/girlfriend, or ex-boyfriend/ex-girlfriend; 14=Other; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c8_h_other","String","60","Recommended","socialdev_cvict_c8== 1 &&socialdev_cvict_c8_h== 14","<i>(write in who it was)</i>","","",""
"socialdev_cvict_c8_i","Integer","","Recommended","socialdev_cvict_c8== 1","Was this person a man, woman, boy, or girl?","1::4;98;99","1=Man; 2=Woman; 3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c8_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_c8_j4","String","60","Recommended","socialdev_cvict_c8== 1 &&socialdev_cvict_c8_j(4)==1","Specify other:","","",""
